date,description,amount,category,transaction_type
2024-09-15,Hospital Bill,1621.09,Healthcare,Expense
2024-09-15,Dominos Pizza,170.38,Food,Expense
2024-09-15,Flipkart,1951.6,Shopping,Expense
2024-09-15,Airtel Broadband,1473.17,Bills & Utilities,Expense
2024-09-15,Swiggy,2890.25,Food,Expense
2024-09-16,Cafe Coffee Day,1619.37,Food,Expense
2024-09-16,Ola,3479.94,Transportation,Expense
2024-09-16,DMart,2664.12,Shopping,Expense
2024-09-16,Cafe Coffee Day,508.4,Food,Expense
2024-09-16,Dominos Pizza,334.26,Food,Expense
2024-09-16,Zomato,2293.07,Food,Expense
2024-09-16,Zara,1363.87,Shopping,Expense
2024-09-16,Local Bakery,2968.24,Food,Expense
2024-09-16,Metro Card Recharge,799.7,Transportation,Expense
2024-09-17,Tech Corp Salary,54306.64,Salary,Income
2024-09-17,Zomato,2031.54,Food,Expense
2024-09-17,Myntra,14473.1,Shopping,Expense
2024-09-17,Metro Card Recharge,1722.72,Transportation,Expense
2024-09-18,DMart,2834.63,Shopping,Expense
2024-09-18,Flipkart,596.58,Shopping,Expense
2024-09-18,Gas Cylinder,1836.53,Bills & Utilities,Expense
2024-09-18,Myntra,158.19,Shopping,Expense
2024-09-18,Jio Recharge,2817.72,Bills & Utilities,Expense
2024-09-18,Starbucks,2188.16,Food,Expense
2024-09-18,BookMyShow,455.58,Entertainment,Expense
2024-09-18,Freelance Gig,81199.59,Salary,Income
2024-09-18,Indigo Airlines,7194.43,Travel,Expense
2024-09-18,Water Bill,700.31,Bills & Utilities,Expense
2024-09-18,Zomato,1312.5,Food,Expense
2024-09-18,Local Bakery,1621.3,Food,Expense
2024-09-18,McDonalds,552.07,Food,Expense
2024-09-19,Airtel Broadband,1430.2,Bills & Utilities,Expense
2024-09-19,Airtel Broadband,424.63,Bills & Utilities,Expense
2024-09-19,Flipkart,1672.51,Shopping,Expense
2024-09-19,Gas Cylinder,1721.12,Bills & Utilities,Expense
2024-09-19,Cafe Coffee Day,201.15,Food,Expense
2024-09-19,Amazon,106.53,Shopping,Expense
2024-09-20,McDonalds,2178.5,Food,Expense
2024-09-20,Myntra,232.6,Shopping,Expense
2024-09-20,Dominos Pizza,2578.02,Food,Expense
2024-09-20,Petrol Pump,391.32,Transportation,Expense
2024-09-20,DMart,1228.68,Shopping,Expense
2024-09-20,Local Bakery,297.75,Food,Expense
2024-09-20,DMart,1577.18,Shopping,Expense
2024-09-20,Monthly Rent,18434.39,Rent,Expense
2024-09-20,Metro Card Recharge,1889.93,Transportation,Expense
2024-09-21,Amazon,2559.54,Shopping,Expense
2024-09-21,Amazon,2627.05,Shopping,Expense
2024-09-21,DMart,15582.33,Shopping,Expense
2024-09-21,Cafe Coffee Day,544.14,Food,Expense
2024-09-21,Freelance Gig,68825.78,Salary,Income
2024-09-21,Ola,2830.22,Transportation,Expense
2024-09-21,Ola,204.19,Transportation,Expense
2024-09-21,Zara,1388.38,Shopping,Expense
2024-09-21,Myntra,2061.73,Shopping,Expense
2024-09-22,Petrol Pump,1730.68,Transportation,Expense
2024-09-22,Local Bakery,585.5,Food,Expense
2024-09-22,Netflix,555.24,Entertainment,Expense
2024-09-22,Amazon Prime,1777.36,Entertainment,Expense
2024-09-22,Petrol Pump,1089.13,Transportation,Expense
2024-09-22,Practo Consultation,751.07,Healthcare,Expense
2024-09-22,Myntra,2664.22,Shopping,Expense
2024-09-22,Myntra,2293.4,Shopping,Expense
2024-09-22,Netflix,174.07,Entertainment,Expense
2024-09-22,Uber,2866.74,Transportation,Expense
2024-09-22,Apollo Pharmacy,512.71,Healthcare,Expense
2024-09-23,Local Bakery,478.36,Food,Expense
2024-09-23,BookMyShow,2651.09,Entertainment,Expense
2024-09-23,Water Bill,2369.19,Bills & Utilities,Expense
2024-09-23,Practo Consultation,2272.65,Healthcare,Expense
2024-09-23,BookMyShow,263.27,Entertainment,Expense
2024-09-23,McDonalds,2208.55,Food,Expense
2024-09-24,Amazon,2783.12,Shopping,Expense
2024-09-24,Flipkart,1528.75,Shopping,Expense
2024-09-24,Zara,725.22,Shopping,Expense
2024-09-24,Uber,2518.78,Transportation,Expense
2024-09-24,Amazon,2846.01,Shopping,Expense
2024-09-24,Dental Checkup,242.21,Healthcare,Expense
2024-09-25,Oyo Rooms,9525.7,Travel,Expense
2024-09-25,MakeMyTrip,8909.53,Travel,Expense
2024-09-25,Flipkart,13393.47,Shopping,Expense
2024-09-25,Airtel Broadband,701.83,Bills & Utilities,Expense
2024-09-25,Amazon,1554.68,Shopping,Expense
2024-09-25,Ola,2391.79,Transportation,Expense
2024-09-25,Airtel Broadband,2622.43,Bills & Utilities,Expense
2024-09-26,DMart,1627.47,Shopping,Expense
2024-09-26,Freelance Gig,97155.21,Salary,Income
2024-09-26,Starbucks,2776.28,Food,Expense
2024-09-26,PVR Cinemas,843.83,Entertainment,Expense
2024-09-26,Swiggy,148.98,Food,Expense
2024-09-26,Electricity Bill,2083.56,Bills & Utilities,Expense
2024-09-26,Indigo Airlines,11922.94,Travel,Expense
2024-09-27,Dental Checkup,1359.06,Healthcare,Expense
2024-09-27,Electricity Bill,1242.65,Bills & Utilities,Expense
2024-09-27,Zara,2261.39,Shopping,Expense
2024-09-27,Monthly Rent,16221.72,Rent,Expense
2024-09-27,Dental Checkup,2706.5,Healthcare,Expense
2024-09-27,Hotel Taj,12637.36,Travel,Expense
2024-09-27,Consulting Fee,144296.52,Salary,Income
2024-09-27,Spotify,1726.69,Entertainment,Expense
2024-09-28,Amazon,2632.39,Shopping,Expense
2024-09-28,Indian Railways,617.18,Transportation,Expense
2024-09-28,Flipkart,816.94,Shopping,Expense
2024-09-29,Reliance Digital,1395.29,Shopping,Expense
2024-09-29,Uber,1195.35,Transportation,Expense
2024-09-29,Hospital Bill,218.25,Healthcare,Expense
2024-09-29,Cafe Coffee Day,672.73,Food,Expense
2024-09-29,Hospital Bill,2964.28,Healthcare,Expense
2024-09-29,DMart,2001.24,Shopping,Expense
2024-09-29,Airtel Broadband,2422.9,Bills & Utilities,Expense
2024-09-29,Zomato,2095.9,Food,Expense
2024-09-29,Tech Corp Salary,64384.26,Salary,Income
2024-09-29,Spotify,2009.11,Entertainment,Expense
2024-09-30,Oyo Rooms,3069.15,Travel,Expense
2024-09-30,Metro Card Recharge,2385.08,Transportation,Expense
2024-10-01,Airtel Broadband,2424.12,Bills & Utilities,Expense
2024-10-01,Myntra,580.07,Shopping,Expense
2024-10-01,Zomato,1359.46,Food,Expense
2024-10-01,Amazon,1948.66,Shopping,Expense
2024-10-01,Zara,187.04,Shopping,Expense
2024-10-01,Hospital Bill,2809.19,Healthcare,Expense
2024-10-01,Practo Consultation,562.1,Healthcare,Expense
2024-10-01,Electricity Bill,1098.86,Bills & Utilities,Expense
2024-10-01,DMart,1944.28,Shopping,Expense
2024-10-01,Starbucks,2127.66,Food,Expense
2024-10-02,Reliance Digital,2979.9,Shopping,Expense
2024-10-02,Flipkart,2646.2,Shopping,Expense
2024-10-02,Water Bill,2768.87,Bills & Utilities,Expense
2024-10-02,Petrol Pump,889.34,Transportation,Expense
2024-10-02,Indigo Airlines,8254.98,Travel,Expense
2024-10-02,Electricity Bill,2913.86,Bills & Utilities,Expense
2024-10-03,Myntra,2063.36,Shopping,Expense
2024-10-03,Starbucks,1991.37,Food,Expense
2024-10-03,Ola,2730.82,Transportation,Expense
2024-10-03,Monthly Rent,13142.11,Rent,Expense
2024-10-03,Netflix,673.79,Entertainment,Expense
2024-10-03,Zomato,2529.3,Food,Expense
2024-10-03,Indian Railways,10702.84,Transportation,Expense
2024-10-04,Amazon,2766.6,Shopping,Expense
2024-10-04,Zomato,252.02,Food,Expense
2024-10-04,Swiggy,1623.24,Food,Expense
2024-10-04,Netflix,2606.25,Entertainment,Expense
2024-10-04,Cafe Coffee Day,2243.74,Food,Expense
2024-10-05,MakeMyTrip,11059.95,Travel,Expense
2024-10-05,Freelance Gig,123653.1,Salary,Income
2024-10-05,Dominos Pizza,1363.69,Food,Expense
2024-10-05,DMart,1511.96,Shopping,Expense
2024-10-05,Uber,2444.4,Transportation,Expense
2024-10-05,Practo Consultation,1968.64,Healthcare,Expense
2024-10-05,McDonalds,1938.57,Food,Expense
2024-10-06,Gas Cylinder,412.56,Bills & Utilities,Expense
2024-10-06,Cafe Coffee Day,1715.48,Food,Expense
2024-10-06,Uber,2270.43,Transportation,Expense
2024-10-06,DMart,1651.14,Shopping,Expense
2024-10-06,Local Bakery,1719.01,Food,Expense
2024-10-07,PVR Cinemas,2627.19,Entertainment,Expense
2024-10-07,Amazon,1210.75,Shopping,Expense
2024-10-07,Dental Checkup,678.38,Healthcare,Expense
2024-10-07,Amazon Prime,1036.8,Entertainment,Expense
2024-10-07,Gas Cylinder,2166.22,Bills & Utilities,Expense
2024-10-07,Cafe Coffee Day,793.21,Food,Expense
2024-10-07,Reliance Digital,2507.23,Shopping,Expense
2024-10-07,Practo Consultation,983.89,Healthcare,Expense
2024-10-07,Zomato,441.74,Food,Expense
2024-10-07,Amazon Prime,996.4,Entertainment,Expense
2024-10-08,Swiggy,1738.31,Food,Expense
2024-10-08,PVR Cinemas,2712.83,Entertainment,Expense
2024-10-08,Reliance Digital,2813.99,Shopping,Expense
2024-10-08,Consulting Fee,62028.23,Salary,Income
2024-10-08,Petrol Pump,1706.76,Transportation,Expense
2024-10-08,Dominos Pizza,2739.54,Food,Expense
2024-10-08,McDonalds,2985.83,Food,Expense
2024-10-08,Metro Card Recharge,2031.03,Transportation,Expense
2024-10-08,McDonalds,1823.46,Food,Expense
2024-10-08,Swiggy,123.87,Food,Expense
2024-10-08,McDonalds,2129.55,Food,Expense
2024-10-08,BookMyShow,2594.26,Entertainment,Expense
2024-10-08,Netflix,1413.37,Entertainment,Expense
2024-10-08,Zomato,2660.16,Food,Expense
2024-10-09,Swiggy,2439.76,Food,Expense
2024-10-09,Consulting Fee,112359.9,Salary,Income
2024-10-09,Dominos Pizza,430.64,Food,Expense
2024-10-10,Uber,767.37,Transportation,Expense
2024-10-10,Starbucks,679.71,Food,Expense
2024-10-10,Apollo Pharmacy,825.39,Healthcare,Expense
2024-10-10,Uber,1491.23,Transportation,Expense
2024-10-10,Metro Card Recharge,1610.26,Transportation,Expense
2024-10-10,Airtel Broadband,977.74,Bills & Utilities,Expense
2024-10-10,Netflix,1979.56,Entertainment,Expense
2024-10-11,Amazon Prime,2556.14,Entertainment,Expense
2024-10-11,Consulting Fee,140368.98,Salary,Income
2024-10-11,Freelance Gig,69769.95,Salary,Income
2024-10-11,Starbucks,2218.92,Food,Expense
2024-10-11,Water Bill,689.49,Bills & Utilities,Expense
2024-10-11,Dominos Pizza,556.09,Food,Expense
2024-10-12,Starbucks,2119.95,Food,Expense
2024-10-12,Zara,756.53,Shopping,Expense
2024-10-12,Starbucks,2639.77,Food,Expense
2024-10-12,Electricity Bill,1830.7,Bills & Utilities,Expense
2024-10-12,Cafe Coffee Day,2031.45,Food,Expense
2024-10-12,Electricity Bill,663.16,Bills & Utilities,Expense
2024-10-12,Oyo Rooms,12752.27,Travel,Expense
2024-10-13,Gas Cylinder,1282.07,Bills & Utilities,Expense
2024-10-13,DMart,2608.1,Shopping,Expense
2024-10-13,Swiggy,1213.91,Food,Expense
2024-10-13,Uber,1879.0,Transportation,Expense
2024-10-13,Zara,847.34,Shopping,Expense
2024-10-13,Uber,607.04,Transportation,Expense
2024-10-13,Zomato,339.71,Food,Expense
2024-10-13,Tech Corp Salary,107227.62,Salary,Income
2024-10-14,DMart,2721.39,Shopping,Expense
2024-10-14,Gas Cylinder,1205.14,Bills & Utilities,Expense
2024-10-14,Ola,11296.5,Transportation,Expense
2024-10-14,Hospital Bill,862.19,Healthcare,Expense
2024-10-14,Dominos Pizza,899.92,Food,Expense
2024-10-14,Metro Card Recharge,369.59,Transportation,Expense
2024-10-14,Indian Railways,2476.7,Transportation,Expense
2024-10-15,Local Bakery,625.79,Food,Expense
2024-10-15,Gas Cylinder,2395.64,Bills & Utilities,Expense
2024-10-15,Airtel Broadband,970.26,Bills & Utilities,Expense
2024-10-15,Zara,2410.27,Shopping,Expense
2024-10-16,Monthly Rent,15990.86,Rent,Expense
2024-10-16,DMart,1161.82,Shopping,Expense
2024-10-16,Dominos Pizza,2768.84,Food,Expense
2024-10-16,PVR Cinemas,899.55,Entertainment,Expense
2024-10-16,Ola,166.89,Transportation,Expense
2024-10-16,Monthly Rent,11358.69,Rent,Expense
2024-10-17,Amazon,1596.3,Shopping,Expense
2024-10-17,Uber,2591.38,Transportation,Expense
2024-10-17,Flipkart,577.84,Shopping,Expense
2024-10-17,Netflix,917.44,Entertainment,Expense
2024-10-17,Dominos Pizza,1314.87,Food,Expense
2024-10-17,Flipkart,221.66,Shopping,Expense
2024-10-17,Cafe Coffee Day,2589.49,Food,Expense
2024-10-18,Monthly Rent,16561.12,Rent,Expense
2024-10-18,Petrol Pump,2231.13,Transportation,Expense
2024-10-18,Local Bakery,1217.52,Food,Expense
2024-10-18,Indian Railways,2536.38,Transportation,Expense
2024-10-18,Ola,2901.45,Transportation,Expense
2024-10-18,Indian Railways,837.24,Transportation,Expense
2024-10-19,Indigo Airlines,14118.58,Travel,Expense
2024-10-19,Myntra,450.53,Shopping,Expense
2024-10-19,Indian Railways,2931.4,Transportation,Expense
2024-10-19,Petrol Pump,2051.72,Transportation,Expense
2024-10-19,Monthly Rent,20197.65,Rent,Expense
2024-10-19,Uber,2713.71,Transportation,Expense
2024-10-19,Ola,723.1,Transportation,Expense
2024-10-19,Freelance Gig,50806.63,Salary,Income
2024-10-19,Ola,250.78,Transportation,Expense
2024-10-19,Uber,2170.85,Transportation,Expense
2024-10-19,Hotel Taj,4014.93,Travel,Expense
2024-10-19,Dominos Pizza,444.53,Food,Expense
2024-10-20,Apollo Pharmacy,1040.78,Healthcare,Expense
2024-10-20,Starbucks,1612.46,Food,Expense
2024-10-20,Amazon,2175.33,Shopping,Expense
2024-10-20,Petrol Pump,898.59,Transportation,Expense
2024-10-20,BookMyShow,822.88,Entertainment,Expense
2024-10-20,Water Bill,821.79,Bills & Utilities,Expense
2024-10-20,Swiggy,2326.99,Food,Expense
2024-10-20,Local Bakery,910.17,Food,Expense
2024-10-20,Zara,1231.37,Shopping,Expense
2024-10-20,BookMyShow,1834.16,Entertainment,Expense
2024-10-20,Hospital Bill,2273.93,Healthcare,Expense
2024-10-21,Petrol Pump,2201.48,Transportation,Expense
2024-10-21,Petrol Pump,2880.57,Transportation,Expense
2024-10-21,DMart,1542.87,Shopping,Expense
2024-10-21,Jio Recharge,2523.35,Bills & Utilities,Expense
2024-10-21,Zara,971.71,Shopping,Expense
2024-10-21,Starbucks,912.45,Food,Expense
2024-10-22,Practo Consultation,2345.31,Healthcare,Expense
2024-10-22,Cafe Coffee Day,181.15,Food,Expense
2024-10-22,DMart,2897.07,Shopping,Expense
2024-10-22,Indian Railways,2691.7,Transportation,Expense
2024-10-22,Local Bakery,1962.1,Food,Expense
2024-10-22,Myntra,1698.05,Shopping,Expense
2024-10-23,Uber,556.22,Transportation,Expense
2024-10-23,DMart,1001.63,Shopping,Expense
2024-10-23,Dominos Pizza,2576.33,Food,Expense
2024-10-23,Airtel Broadband,1052.61,Bills & Utilities,Expense
2024-10-24,Netflix,2273.42,Entertainment,Expense
2024-10-24,Freelance Gig,60090.84,Salary,Income
2024-10-24,Local Bakery,1750.65,Food,Expense
2024-10-24,Metro Card Recharge,115.24,Transportation,Expense
2024-10-24,Reliance Digital,912.55,Shopping,Expense
2024-10-24,Swiggy,2982.58,Food,Expense
2024-10-24,McDonalds,2086.47,Food,Expense
2024-10-24,Ola,456.45,Transportation,Expense
2024-10-25,Practo Consultation,1243.56,Healthcare,Expense
2024-10-25,McDonalds,1626.56,Food,Expense
2024-10-25,Hospital Bill,1538.38,Healthcare,Expense
2024-10-25,Petrol Pump,865.2,Transportation,Expense
2024-10-25,Cafe Coffee Day,1549.63,Food,Expense
2024-10-25,Amazon Prime,862.94,Entertainment,Expense
2024-10-25,Amazon Prime,1030.31,Entertainment,Expense
2024-10-25,Swiggy,203.28,Food,Expense
2024-10-26,Water Bill,1307.27,Bills & Utilities,Expense
2024-10-26,Hospital Bill,1543.9,Healthcare,Expense
2024-10-26,Local Bakery,2761.28,Food,Expense
2024-10-26,Ola,1395.45,Transportation,Expense
2024-10-26,Local Bakery,314.22,Food,Expense
2024-10-26,Petrol Pump,1597.68,Transportation,Expense
2024-10-26,Monthly Rent,26071.18,Rent,Expense
2024-10-26,Indian Railways,1958.73,Transportation,Expense
2024-10-26,Amazon,642.56,Shopping,Expense
2024-10-26,Monthly Rent,14556.31,Rent,Expense
2024-10-26,Consulting Fee,149440.62,Salary,Income
2024-10-27,Water Bill,2147.49,Bills & Utilities,Expense
2024-10-27,Monthly Rent,25015.08,Rent,Expense
2024-10-27,Spotify,1670.89,Entertainment,Expense
2024-10-27,Dominos Pizza,512.15,Food,Expense
2024-10-27,Zomato,837.38,Food,Expense
2024-10-27,Electricity Bill,1233.79,Bills & Utilities,Expense
2024-10-27,Metro Card Recharge,4888.63,Transportation,Expense
2024-10-27,Uber,2393.96,Transportation,Expense
2024-10-27,Electricity Bill,1135.28,Bills & Utilities,Expense
2024-10-27,Spotify,2934.48,Entertainment,Expense
2024-10-28,Water Bill,1394.95,Bills & Utilities,Expense
2024-10-28,Swiggy,209.4,Food,Expense
2024-10-28,Monthly Rent,29536.14,Rent,Expense
2024-10-28,Hospital Bill,1259.19,Healthcare,Expense
2024-10-28,PVR Cinemas,759.25,Entertainment,Expense
2024-10-29,DMart,2527.25,Shopping,Expense
2024-10-29,Local Bakery,878.96,Food,Expense
2024-10-29,Amazon,1272.47,Shopping,Expense
2024-10-29,Swiggy,1170.32,Food,Expense
2024-10-29,Metro Card Recharge,293.28,Transportation,Expense
2024-10-29,Ola,853.83,Transportation,Expense
2024-10-29,Dominos Pizza,857.99,Food,Expense
2024-10-29,Hospital Bill,6970.85,Healthcare,Expense
2024-10-30,Zara,2346.33,Shopping,Expense
2024-10-30,Airtel Broadband,2143.03,Bills & Utilities,Expense
2024-10-30,Spotify,1515.13,Entertainment,Expense
2024-10-30,Practo Consultation,1034.88,Healthcare,Expense
2024-10-30,Zomato,1243.24,Food,Expense
2024-10-30,Electricity Bill,3499.12,Bills & Utilities,Expense
2024-10-30,MakeMyTrip,65650.64,Travel,Expense
2024-10-30,Local Bakery,1969.99,Food,Expense
2024-10-30,Indian Railways,2553.94,Transportation,Expense
2024-10-30,Freelance Gig,82582.4,Salary,Income
2024-10-30,Apollo Pharmacy,2634.39,Healthcare,Expense
2024-10-30,Cafe Coffee Day,509.49,Food,Expense
2024-10-31,Starbucks,2062.14,Food,Expense
2024-10-31,Metro Card Recharge,2146.76,Transportation,Expense
2024-10-31,Spotify,483.82,Entertainment,Expense
2024-10-31,Electricity Bill,2076.99,Bills & Utilities,Expense
2024-10-31,Dominos Pizza,2354.99,Food,Expense
2024-10-31,McDonalds,2732.11,Food,Expense
2024-10-31,McDonalds,655.44,Food,Expense
2024-11-01,Electricity Bill,1176.0,Bills & Utilities,Expense
2024-11-01,Metro Card Recharge,2428.91,Transportation,Expense
2024-11-01,Amazon Prime,271.28,Entertainment,Expense
2024-11-01,Spotify,2882.66,Entertainment,Expense
2024-11-02,Water Bill,2139.73,Bills & Utilities,Expense
2024-11-02,Uber,111.01,Transportation,Expense
2024-11-02,Monthly Rent,14914.67,Rent,Expense
2024-11-02,Dominos Pizza,824.57,Food,Expense
2024-11-02,Amazon Prime,1389.68,Entertainment,Expense
2024-11-03,Indian Railways,414.75,Transportation,Expense
2024-11-03,McDonalds,946.43,Food,Expense
2024-11-03,Jio Recharge,1159.99,Bills & Utilities,Expense
2024-11-03,Amazon,2331.9,Shopping,Expense
2024-11-03,Starbucks,2372.64,Food,Expense
2024-11-03,Freelance Gig,129156.61,Salary,Income
2024-11-03,Spotify,2121.13,Entertainment,Expense
2024-11-03,Hotel Taj,14297.25,Travel,Expense
2024-11-03,McDonalds,2900.59,Food,Expense
2024-11-04,Water Bill,1389.76,Bills & Utilities,Expense
2024-11-04,Local Bakery,334.03,Food,Expense
2024-11-04,Amazon Prime,2642.28,Entertainment,Expense
2024-11-04,Airtel Broadband,2711.39,Bills & Utilities,Expense
2024-11-04,Hotel Taj,5757.27,Travel,Expense
2024-11-04,DMart,1124.67,Shopping,Expense
2024-11-04,McDonalds,822.5,Food,Expense
2024-11-04,Ola,1512.61,Transportation,Expense
2024-11-05,Spotify,2990.62,Entertainment,Expense
2024-11-05,Zomato,1283.44,Food,Expense
2024-11-05,Amazon Prime,669.16,Entertainment,Expense
2024-11-05,Consulting Fee,94434.34,Salary,Income
2024-11-05,Local Bakery,2293.18,Food,Expense
2024-11-05,Zomato,2019.89,Food,Expense
2024-11-05,Swiggy,1811.28,Food,Expense
2024-11-05,BookMyShow,1411.46,Entertainment,Expense
2024-11-06,Netflix,2376.27,Entertainment,Expense
2024-11-06,Zomato,2869.24,Food,Expense
2024-11-06,Amazon,1872.12,Shopping,Expense
2024-11-06,Monthly Rent,16521.38,Rent,Expense
2024-11-06,Dominos Pizza,894.5,Food,Expense
2024-11-06,Water Bill,2455.5,Bills & Utilities,Expense
2024-11-06,Water Bill,2492.08,Bills & Utilities,Expense
2024-11-06,Gas Cylinder,785.95,Bills & Utilities,Expense
2024-11-07,Metro Card Recharge,1483.54,Transportation,Expense
2024-11-07,Jio Recharge,1839.43,Bills & Utilities,Expense
2024-11-07,Reliance Digital,1044.88,Shopping,Expense
2024-11-07,MakeMyTrip,3018.1,Travel,Expense
2024-11-07,Starbucks,1365.63,Food,Expense
2024-11-07,Indian Railways,277.46,Transportation,Expense
2024-11-08,Local Bakery,1873.76,Food,Expense
2024-11-08,Jio Recharge,686.01,Bills & Utilities,Expense
2024-11-08,Airtel Broadband,1745.37,Bills & Utilities,Expense
2024-11-08,Apollo Pharmacy,2993.53,Healthcare,Expense
2024-11-09,Monthly Rent,20361.55,Rent,Expense
2024-11-10,Practo Consultation,432.68,Healthcare,Expense
2024-11-10,Airtel Broadband,675.35,Bills & Utilities,Expense
2024-11-10,Zomato,516.25,Food,Expense
2024-11-10,Amazon Prime,256.07,Entertainment,Expense
2024-11-11,Zomato,197.38,Food,Expense
2024-11-11,Local Bakery,2038.12,Food,Expense
2024-11-11,Monthly Rent,12061.44,Rent,Expense
2024-11-12,Uber,1473.25,Transportation,Expense
2024-11-12,Practo Consultation,2232.07,Healthcare,Expense
2024-11-12,Dominos Pizza,1117.79,Food,Expense
2024-11-12,Gas Cylinder,1235.09,Bills & Utilities,Expense
2024-11-13,Airtel Broadband,1313.25,Bills & Utilities,Expense
2024-11-13,PVR Cinemas,162.2,Entertainment,Expense
2024-11-13,Cafe Coffee Day,1668.7,Food,Expense
2024-11-13,PVR Cinemas,2835.35,Entertainment,Expense
2024-11-13,Ola,8683.65,Transportation,Expense
2024-11-13,Zomato,1305.09,Food,Expense
2024-11-13,Flipkart,790.59,Shopping,Expense
2024-11-14,Zomato,785.93,Food,Expense
2024-11-14,PVR Cinemas,2909.97,Entertainment,Expense
2024-11-14,Amazon Prime,613.87,Entertainment,Expense
2024-11-14,Zara,1195.62,Shopping,Expense
2024-11-14,Oyo Rooms,14223.73,Travel,Expense
